Notes	County	County Code	Year	Year Code	ICD-10 113 Cause List	ICD-10 113 Cause List Code	Deaths	Population	Crude Rate
	Pueblo County, CO	8101.0	2005.0	2005.0	Pneumonia (J12-J18)	GR113-078	32	149825	21.36
	Pueblo County, CO	8101.0	2005.0	2005.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	116	149825	77.42
	Pueblo County, CO	8101.0	2005.0	2005.0	Emphysema (J43)	GR113-084	10	149825	Unreliable
	Pueblo County, CO	8101.0	2005.0	2005.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	103	149825	68.75
	Pueblo County, CO	8101.0	2005.0	2005.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	25	149825	16.69
	Pueblo County, CO	8101.0	2005.0	2005.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	13	149825	Unreliable
	Pueblo County, CO	8101.0	2006.0	2006.0	#Influenza and pneumonia (J09-J18)	GR113-076	27	152026	17.76
	Pueblo County, CO	8101.0	2006.0	2006.0	Pneumonia (J12-J18)	GR113-078	26	152026	17.10
	Pueblo County, CO	8101.0	2006.0	2006.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	115	152026	75.64
	Pueblo County, CO	8101.0	2006.0	2006.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	110	152026	72.36
	Pueblo County, CO	8101.0	2006.0	2006.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	17	152026	Unreliable
	Pueblo County, CO	8101.0	2006.0	2006.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	22	152026	14.47
	Pueblo County, CO	8101.0	2007.0	2007.0	#Influenza and pneumonia (J09-J18)	GR113-076	30	155121	19.34
	Pueblo County, CO	8101.0	2007.0	2007.0	Pneumonia (J12-J18)	GR113-078	30	155121	19.34
	Pueblo County, CO	8101.0	2007.0	2007.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	136	155121	87.67
	Pueblo County, CO	8101.0	2007.0	2007.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	130	155121	83.81
	Pueblo County, CO	8101.0	2007.0	2007.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	17	155121	Unreliable
	Pueblo County, CO	8101.0	2007.0	2007.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	30	155121	19.34
	Pueblo County, CO	8101.0	2008.0	2008.0	#Influenza and pneumonia (J09-J18)	GR113-076	38	156748	24.24
	Pueblo County, CO	8101.0	2008.0	2008.0	Pneumonia (J12-J18)	GR113-078	36	156748	22.97
	Pueblo County, CO	8101.0	2008.0	2008.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	103	156748	65.71
	Pueblo County, CO	8101.0	2008.0	2008.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	93	156748	59.33
	Pueblo County, CO	8101.0	2008.0	2008.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	18	156748	Unreliable
	Pueblo County, CO	8101.0	2008.0	2008.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	24	156748	15.31
	Pueblo County, CO	8101.0	2009.0	2009.0	#Influenza and pneumonia (J09-J18)	GR113-076	38	157846	24.07
	Pueblo County, CO	8101.0	2009.0	2009.0	Pneumonia (J12-J18)	GR113-078	35	157846	22.17
	Pueblo County, CO	8101.0	2009.0	2009.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	114	157846	72.22
	Pueblo County, CO	8101.0	2009.0	2009.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	109	157846	69.05
	Pueblo County, CO	8101.0	2009.0	2009.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	18	157846	Unreliable
	Pueblo County, CO	8101.0	2009.0	2009.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	16	157846	Unreliable
	Pueblo County, CO	8101.0	2010.0	2010.0	#Influenza and pneumonia (J09-J18)	GR113-076	24	159063	15.09
	Pueblo County, CO	8101.0	2010.0	2010.0	Pneumonia (J12-J18)	GR113-078	24	159063	15.09
	Pueblo County, CO	8101.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	146	159063	91.79
	Pueblo County, CO	8101.0	2010.0	2010.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	139	159063	87.39
	Pueblo County, CO	8101.0	2010.0	2010.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	20	159063	12.57
	Pueblo County, CO	8101.0	2010.0	2010.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	21	159063	13.20
	Pueblo County, CO	8101.0	2011.0	2011.0	#Influenza and pneumonia (J09-J18)	GR113-076	26	160545	16.19
	Pueblo County, CO	8101.0	2011.0	2011.0	Pneumonia (J12-J18)	GR113-078	24	160545	14.95
	Pueblo County, CO	8101.0	2011.0	2011.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	128	160545	79.73
	Pueblo County, CO	8101.0	2011.0	2011.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	122	160545	75.99
	Pueblo County, CO	8101.0	2011.0	2011.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	20	160545	12.46
	Pueblo County, CO	8101.0	2011.0	2011.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	16	160545	Unreliable
	Pueblo County, CO	8101.0	2012.0	2012.0	#Influenza and pneumonia (J09-J18)	GR113-076	17	160852	Unreliable
	Pueblo County, CO	8101.0	2012.0	2012.0	Pneumonia (J12-J18)	GR113-078	16	160852	Unreliable
	Pueblo County, CO	8101.0	2012.0	2012.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	129	160852	80.20
	Pueblo County, CO	8101.0	2012.0	2012.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	123	160852	76.47
	Pueblo County, CO	8101.0	2012.0	2012.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	13	160852	Unreliable
	Pueblo County, CO	8101.0	2012.0	2012.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	31	160852	19.27
	Pueblo County, CO	8101.0	2013.0	2013.0	#Influenza and pneumonia (J09-J18)	GR113-076	26	161451	16.10
	Pueblo County, CO	8101.0	2013.0	2013.0	Pneumonia (J12-J18)	GR113-078	26	161451	16.10
	Pueblo County, CO	8101.0	2013.0	2013.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	133	161451	82.38
	Pueblo County, CO	8101.0	2013.0	2013.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	125	161451	77.42
	Pueblo County, CO	8101.0	2013.0	2013.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	14	161451	Unreliable
	Pueblo County, CO	8101.0	2013.0	2013.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	27	161451	16.72
	Pueblo County, CO	8101.0	2014.0	2014.0	#Influenza and pneumonia (J09-J18)	GR113-076	30	161875	18.53
	Pueblo County, CO	8101.0	2014.0	2014.0	Pneumonia (J12-J18)	GR113-078	25	161875	15.44
	Pueblo County, CO	8101.0	2014.0	2014.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	151	161875	93.28
	Pueblo County, CO	8101.0	2014.0	2014.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	145	161875	89.58
	Pueblo County, CO	8101.0	2014.0	2014.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	17	161875	Unreliable
	Pueblo County, CO	8101.0	2014.0	2014.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	28	161875	17.30
	Pueblo County, CO	8101.0	2015.0	2015.0	#Influenza and pneumonia (J09-J18)	GR113-076	24	163591	14.67
	Pueblo County, CO	8101.0	2015.0	2015.0	Pneumonia (J12-J18)	GR113-078	21	163591	12.84
	Pueblo County, CO	8101.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	193	163591	117.98
	Pueblo County, CO	8101.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	180	163591	110.03
	Pueblo County, CO	8101.0	2015.0	2015.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	30	163591	18.34
	Pueblo County, CO	8101.0	2015.0	2015.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	40	163591	24.45
	Pueblo County, CO	8101.0	2016.0	2016.0	#Influenza and pneumonia (J09-J18)	GR113-076	20	165123	12.11
	Pueblo County, CO	8101.0	2016.0	2016.0	Pneumonia (J12-J18)	GR113-078	15	165123	Unreliable
	Pueblo County, CO	8101.0	2016.0	2016.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	176	165123	106.59
	Pueblo County, CO	8101.0	2016.0	2016.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	168	165123	101.74
	Pueblo County, CO	8101.0	2016.0	2016.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	32	165123	19.38
	Pueblo County, CO	8101.0	2016.0	2016.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	33	165123	19.99
	Pueblo County, CO	8101.0	2017.0	2017.0	#Influenza and pneumonia (J09-J18)	GR113-076	32	166475	19.22
	Pueblo County, CO	8101.0	2017.0	2017.0	Pneumonia (J12-J18)	GR113-078	26	166475	15.62
	Pueblo County, CO	8101.0	2017.0	2017.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	191	166475	114.73
	Pueblo County, CO	8101.0	2017.0	2017.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	179	166475	107.52
	Pueblo County, CO	8101.0	2017.0	2017.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	30	166475	18.02
	Pueblo County, CO	8101.0	2017.0	2017.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	26	166475	15.62
	Pueblo County, CO	8101.0	2018.0	2018.0	#Influenza and pneumonia (J09-J18)	GR113-076	29	167529	17.31
	Pueblo County, CO	8101.0	2018.0	2018.0	Pneumonia (J12-J18)	GR113-078	24	167529	14.33
	Pueblo County, CO	8101.0	2018.0	2018.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	175	167529	104.46
	Pueblo County, CO	8101.0	2018.0	2018.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	164	167529	97.89
	Pueblo County, CO	8101.0	2018.0	2018.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	20	167529	11.94
	Pueblo County, CO	8101.0	2018.0	2018.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	36	167529	21.49
	Pueblo County, CO	8101.0	2019.0	2019.0	#Influenza and pneumonia (J09-J18)	GR113-076	27	168424	16.03
	Pueblo County, CO	8101.0	2019.0	2019.0	Pneumonia (J12-J18)	GR113-078	19	168424	Unreliable
	Pueblo County, CO	8101.0	2019.0	2019.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	194	168424	115.19
	Pueblo County, CO	8101.0	2019.0	2019.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	182	168424	108.06
	Pueblo County, CO	8101.0	2019.0	2019.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	25	168424	14.84
	Pueblo County, CO	8101.0	2019.0	2019.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	43	168424	25.53
	Pueblo County, CO	8101.0	2020.0	2020.0	#Influenza and pneumonia (J09-J18)	GR113-076	18	169823	Unreliable
	Pueblo County, CO	8101.0	2020.0	2020.0	Pneumonia (J12-J18)	GR113-078	13	169823	Unreliable
	Pueblo County, CO	8101.0	2020.0	2020.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	166	169823	97.75
	Pueblo County, CO	8101.0	2020.0	2020.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	151	169823	88.92
	Pueblo County, CO	8101.0	2020.0	2020.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	28	169823	16.49
	Pueblo County, CO	8101.0	2020.0	2020.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	34	169823	20.02
	Rio Blanco County, CO	8103.0	2019.0	2019.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	6324	Unreliable
	Rio Grande County, CO	8105.0	1999.0	1999.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	12258	Unreliable
	Rio Grande County, CO	8105.0	2002.0	2002.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	14	12224	Unreliable
	Rio Grande County, CO	8105.0	2002.0	2002.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	14	12224	Unreliable
	Rio Grande County, CO	8105.0	2006.0	2006.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	11	12033	Unreliable
	Rio Grande County, CO	8105.0	2008.0	2008.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	13	11860	Unreliable
	Rio Grande County, CO	8105.0	2008.0	2008.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	11860	Unreliable
	Rio Grande County, CO	8105.0	2009.0	2009.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	13	11872	Unreliable
	Rio Grande County, CO	8105.0	2009.0	2009.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	11872	Unreliable
	Rio Grande County, CO	8105.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	11	11982	Unreliable
	Rio Grande County, CO	8105.0	2014.0	2014.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	11607	Unreliable
	Rio Grande County, CO	8105.0	2014.0	2014.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	11607	Unreliable
	Rio Grande County, CO	8105.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	21	11543	181.93
	Rio Grande County, CO	8105.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	20	11543	173.27
	Rio Grande County, CO	8105.0	2016.0	2016.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	11479	Unreliable
	Rio Grande County, CO	8105.0	2016.0	2016.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	11479	Unreliable
	Rio Grande County, CO	8105.0	2018.0	2018.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	11250	Unreliable
	Rio Grande County, CO	8105.0	2018.0	2018.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	11250	Unreliable
	Rio Grande County, CO	8105.0	2019.0	2019.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	13	11267	Unreliable
	Rio Grande County, CO	8105.0	2019.0	2019.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	11267	Unreliable
	Rio Grande County, CO	8105.0	2020.0	2020.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	11296	Unreliable
	Routt County, CO	8107.0	2019.0	2019.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	25638	Unreliable
	Routt County, CO	8107.0	2019.0	2019.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	10	25638	Unreliable
	Teller County, CO	8119.0	2009.0	2009.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	11	22937	Unreliable
	Teller County, CO	8119.0	2009.0	2009.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	11	22937	Unreliable
	Teller County, CO	8119.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	23350	Unreliable
	Teller County, CO	8119.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	19	23385	Unreliable
	Teller County, CO	8119.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	19	23385	Unreliable
	Teller County, CO	8119.0	2016.0	2016.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	14	24043	Unreliable
	Teller County, CO	8119.0	2016.0	2016.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	12	24043	Unreliable
	Teller County, CO	8119.0	2018.0	2018.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	17	25083	Unreliable
	Teller County, CO	8119.0	2018.0	2018.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	14	25083	Unreliable
	Teller County, CO	8119.0	2019.0	2019.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	12	25388	Unreliable
	Teller County, CO	8119.0	2020.0	2020.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	15	25529	Unreliable
	Teller County, CO	8119.0	2020.0	2020.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	11	25529	Unreliable
	Washington County, CO	8121.0	2005.0	2005.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	10	4912	Unreliable
	Weld County, CO	8123.0	1999.0	1999.0	#Influenza and pneumonia (J09-J18)	GR113-076	28	174342	16.06
	Weld County, CO	8123.0	1999.0	1999.0	Pneumonia (J12-J18)	GR113-078	27	174342	15.49
	Weld County, CO	8123.0	1999.0	1999.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	79	174342	45.31
	Weld County, CO	8123.0	1999.0	1999.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	71	174342	40.72
	Weld County, CO	8123.0	2000.0	2000.0	#Influenza and pneumonia (J09-J18)	GR113-076	30	180936	16.58
	Weld County, CO	8123.0	2000.0	2000.0	Pneumonia (J12-J18)	GR113-078	30	180936	16.58
	Weld County, CO	8123.0	2000.0	2000.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	72	180936	39.79
	Weld County, CO	8123.0	2000.0	2000.0	Emphysema (J43)	GR113-084	13	180936	Unreliable
	Weld County, CO	8123.0	2000.0	2000.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	56	180936	30.95
	Weld County, CO	8123.0	2001.0	2001.0	#Influenza and pneumonia (J09-J18)	GR113-076	24	192297	12.48
	Weld County, CO	8123.0	2001.0	2001.0	Pneumonia (J12-J18)	GR113-078	24	192297	12.48
	Weld County, CO	8123.0	2001.0	2001.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	102	192297	53.04
	Weld County, CO	8123.0	2001.0	2001.0	Emphysema (J43)	GR113-084	16	192297	Unreliable
	Weld County, CO	8123.0	2001.0	2001.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	79	192297	41.08
	Weld County, CO	8123.0	2001.0	2001.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	13	192297	Unreliable
	Weld County, CO	8123.0	2002.0	2002.0	#Influenza and pneumonia (J09-J18)	GR113-076	30	202246	14.83
	Weld County, CO	8123.0	2002.0	2002.0	Pneumonia (J12-J18)	GR113-078	30	202246	14.83
	Weld County, CO	8123.0	2002.0	2002.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	89	202246	44.01
	Weld County, CO	8123.0	2002.0	2002.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	77	202246	38.07
	Weld County, CO	8123.0	2002.0	2002.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	17	202246	Unreliable
	Weld County, CO	8123.0	2003.0	2003.0	#Influenza and pneumonia (J09-J18)	GR113-076	20	208858	9.58
	Weld County, CO	8123.0	2003.0	2003.0	Pneumonia (J12-J18)	GR113-078	18	208858	Unreliable
	Weld County, CO	8123.0	2003.0	2003.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	98	208858	46.92
	Weld County, CO	8123.0	2003.0	2003.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	85	208858	40.70
	Weld County, CO	8123.0	2003.0	2003.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	12	208858	Unreliable
	Weld County, CO	8123.0	2004.0	2004.0	#Influenza and pneumonia (J09-J18)	GR113-076	19	215322	Unreliable
	Weld County, CO	8123.0	2004.0	2004.0	Pneumonia (J12-J18)	GR113-078	18	215322	Unreliable
	Weld County, CO	8123.0	2004.0	2004.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	81	215322	37.62
	Weld County, CO	8123.0	2004.0	2004.0	Emphysema (J43)	GR113-084	12	215322	Unreliable
	Weld County, CO	8123.0	2004.0	2004.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	65	215322	30.19
	Weld County, CO	8123.0	2004.0	2004.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	10	215322	Unreliable
	Weld County, CO	8123.0	2004.0	2004.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	18	215322	Unreliable
	Weld County, CO	8123.0	2005.0	2005.0	#Influenza and pneumonia (J09-J18)	GR113-076	24	222879	10.77
	Weld County, CO	8123.0	2005.0	2005.0	Pneumonia (J12-J18)	GR113-078	22	222879	9.87
	Weld County, CO	8123.0	2005.0	2005.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	77	222879	34.55
	Weld County, CO	8123.0	2005.0	2005.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	67	222879	30.06
	Weld County, CO	8123.0	2005.0	2005.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	12	222879	Unreliable
	Weld County, CO	8123.0	2006.0	2006.0	#Influenza and pneumonia (J09-J18)	GR113-076	19	230703	Unreliable
	Weld County, CO	8123.0	2006.0	2006.0	Pneumonia (J12-J18)	GR113-078	18	230703	Unreliable
	Weld County, CO	8123.0	2006.0	2006.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	96	230703	41.61
	Weld County, CO	8123.0	2006.0	2006.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	86	230703	37.28
	Weld County, CO	8123.0	2006.0	2006.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	11	230703	Unreliable
	Weld County, CO	8123.0	2006.0	2006.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	11	230703	Unreliable
	Weld County, CO	8123.0	2007.0	2007.0	#Influenza and pneumonia (J09-J18)	GR113-076	14	237692	Unreliable
	Weld County, CO	8123.0	2007.0	2007.0	Pneumonia (J12-J18)	GR113-078	14	237692	Unreliable
	Weld County, CO	8123.0	2007.0	2007.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	101	237692	42.49
	Weld County, CO	8123.0	2007.0	2007.0	Emphysema (J43)	GR113-084	13	237692	Unreliable
	Weld County, CO	8123.0	2007.0	2007.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	85	237692	35.76
	Weld County, CO	8123.0	2007.0	2007.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	12	237692	Unreliable
	Weld County, CO	8123.0	2008.0	2008.0	#Influenza and pneumonia (J09-J18)	GR113-076	23	243442	9.45
	Weld County, CO	8123.0	2008.0	2008.0	Pneumonia (J12-J18)	GR113-078	22	243442	9.04
	Weld County, CO	8123.0	2008.0	2008.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	103	243442	42.31
	Weld County, CO	8123.0	2008.0	2008.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	92	243442	37.79
	Weld County, CO	8123.0	2008.0	2008.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	23	243442	9.45
	Weld County, CO	8123.0	2009.0	2009.0	#Influenza and pneumonia (J09-J18)	GR113-076	23	248193	9.27
	Weld County, CO	8123.0	2009.0	2009.0	Pneumonia (J12-J18)	GR113-078	20	248193	8.06
	Weld County, CO	8123.0	2009.0	2009.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	94	248193	37.87
	Weld County, CO	8123.0	2009.0	2009.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	83	248193	33.44
	Weld County, CO	8123.0	2009.0	2009.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	14	248193	Unreliable
	Weld County, CO	8123.0	2010.0	2010.0	#Influenza and pneumonia (J09-J18)	GR113-076	29	252825	11.47
	Weld County, CO	8123.0	2010.0	2010.0	Pneumonia (J12-J18)	GR113-078	29	252825	11.47
	Weld County, CO	8123.0	2010.0	2010.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	99	252825	39.16
	Weld County, CO	8123.0	2010.0	2010.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	86	252825	34.02
	Weld County, CO	8123.0	2010.0	2010.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	12	252825	Unreliable
	Weld County, CO	8123.0	2010.0	2010.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	16	252825	Unreliable
	Weld County, CO	8123.0	2011.0	2011.0	#Influenza and pneumonia (J09-J18)	GR113-076	31	258638	11.99
	Weld County, CO	8123.0	2011.0	2011.0	Pneumonia (J12-J18)	GR113-078	29	258638	11.21
	Weld County, CO	8123.0	2011.0	2011.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	101	258638	39.05
	Weld County, CO	8123.0	2011.0	2011.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	92	258638	35.57
	Weld County, CO	8123.0	2011.0	2011.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	13	258638	Unreliable
	Weld County, CO	8123.0	2012.0	2012.0	#Influenza and pneumonia (J09-J18)	GR113-076	21	263691	7.96
	Weld County, CO	8123.0	2012.0	2012.0	Pneumonia (J12-J18)	GR113-078	20	263691	7.58
	Weld County, CO	8123.0	2012.0	2012.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	102	263691	38.68
	Weld County, CO	8123.0	2012.0	2012.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	92	263691	34.89
	Weld County, CO	8123.0	2012.0	2012.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	16	263691	Unreliable
	Weld County, CO	8123.0	2012.0	2012.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	13	263691	Unreliable
	Weld County, CO	8123.0	2013.0	2013.0	#Influenza and pneumonia (J09-J18)	GR113-076	33	269785	12.23
	Weld County, CO	8123.0	2013.0	2013.0	Pneumonia (J12-J18)	GR113-078	29	269785	10.75
	Weld County, CO	8123.0	2013.0	2013.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	110	269785	40.77
	Weld County, CO	8123.0	2013.0	2013.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	105	269785	38.92
	Weld County, CO	8123.0	2013.0	2013.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	31	269785	11.49
	Weld County, CO	8123.0	2014.0	2014.0	#Influenza and pneumonia (J09-J18)	GR113-076	31	277670	11.16
	Weld County, CO	8123.0	2014.0	2014.0	Pneumonia (J12-J18)	GR113-078	25	277670	9.00
	Weld County, CO	8123.0	2014.0	2014.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	120	277670	43.22
	Weld County, CO	8123.0	2014.0	2014.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	109	277670	39.26
	Weld County, CO	8123.0	2014.0	2014.0	#Pneumonitis due to solids and liquids (J69)	GR113-088	13	277670	Unreliable
	Weld County, CO	8123.0	2014.0	2014.0	Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)	GR113-089	36	277670	12.97
	Weld County, CO	8123.0	2015.0	2015.0	#Influenza and pneumonia (J09-J18)	GR113-076	37	285174	12.97
	Weld County, CO	8123.0	2015.0	2015.0	Pneumonia (J12-J18)	GR113-078	33	285174	11.57
	Weld County, CO	8123.0	2015.0	2015.0	#Chronic lower respiratory diseases (J40-J47)	GR113-082	117	285174	41.03
	Weld County, CO	8123.0	2015.0	2015.0	Other chronic lower respiratory diseases (J44,J47)	GR113-086	110	285174	38.57
